Código EOL UE,Nome UE,Código EOL DRE,Nome da DRE UE,Sigla DRE,Nome da associação,CNPJ da associação,RF Presidente Diretoria,Nome Presidente Diretoria,RF Presidente Conselho Fiscal,Nome Presidente Conselho Fisca
094293,EMEF OSVALDO QUIRINO SIMOES,108400,FREGUESIA/BRASILANDIA,FO,EMEF OSVALDO QUIRINO SIMOES,56575814000109,,,,
094307,"EMEF FREDERICO GUSTAVO DOS SANTOS, TTE. AVIADOR",108400,FREGUESIA/BRASILANDIA,FO,EMEF TENENTE AVIADOR FREDERICO GUSTAVO DOS SANTOS,53983821000151,,,,
094315,EMEF PEDRO AMERICO,108400,FREGUESIA/BRASILANDIA,FO,EMEF PEDRO AMERICO,53455085000169,,,,
094323,"EMEF ELIAS DE SIQUEIRA CAVALCANTI, DR.",108400,FREGUESIA/BRASILANDIA,FO,EMEF DR. ELIAS DE SIQUEIRA CAVALCANTI,52633500000164,,,,
094331,EMEF HUMBERTO DANTAS,108400,FREGUESIA/BRASILANDIA,FO,EMEF HUMBERTO DANTAS,53081873000132,,,,
094340,"EMEF AROLDO DE AZEVEDO, PROF.",108400,FREGUESIA/BRASILANDIA,FO,EMEF PROFESSOR AROLDO DE AZEVEDO,52844222000194,,,,
094358,"EMEF ANGELINA MAFFEI VITA, DA.",108400,FREGUESIA/BRASILANDIA,FO,EMEF DONA ANGELINA MAFFEI VITA,52031382000114,,,,
094366,"EMEF GARCIA DAVILA, CTE.",108400,FREGUESIA/BRASILANDIA,FO,EMEF COMANDANTE GARCIA D'AVILA,51170199000137,,,,
094374,"CEU EMEF TEOTONIO VILELA, SEN.",108400,FREGUESIA/BRASILANDIA,FO,EMEF SENADOR TEOTONIO VILELA,59830984000180,,,,
094382,"EMEF CECILIA MORAES DE VASCONCELOS, PROFA.",108400,FREGUESIA/BRASILANDIA,FO,EMEF CECILIA MORAES VASCONCELOS,59584391000181,,,,
094391,EMEF MARIO KOSEL FILHO,109000,PIRITUBA,PJ,EMEF MARIO KOSEL FILHO,52505328000163,,,,
094404,EMEF MONTEIRO LOBATO,109000,PIRITUBA,PJ,EMEF MONTEIRO LOBATO,52446663000138,,,,
094412,"EMEF GABRIEL PRESTES, PROF.",109000,PIRITUBA,PJ,EMEF GABRIEL PRESTES,51582971000128,,,,
094421,"EMEF LIBERATO BITTENCOURT, GEN.",109000,PIRITUBA,PJ,"EMEF LIBERATO BITTENCOURT, GEN.",52030970000133,,,,
094439,"EMEF LEOPOLDINA, IMP.",109000,PIRITUBA,PJ,EMEF DA IMPERATRIZ LEOPOLDINA,52040839000157,,,,
094447,"EMEF RENATO ANTONIO CHECCHIA, PROF.",109000,PIRITUBA,PJ,"EMEF RENATO ANTONIO CHECCHIA,VER.",50955327000195,,,,
094455,"EMEF VICENTE DE PAULO DALE COUTINHO, GEN.",109000,PIRITUBA,PJ,"EMEF VICENTE DE PAULO DALE COUTINHO, GEN",43424696000196,,,,
094463,"EMEF LEONEL FRANCA, PE.",109000,PIRITUBA,PJ,"EMEF LEONEL FRANCA ,PE.",52034451000143,,,,
094471,"EMEF LUIZ DAVID SOBRINHO, PROF.",109000,PIRITUBA,PJ,EMEF LUIZ DAVID SOBRINHO,52034022000176,,,,
094480,EMEF JULIO DE OLIVEIRA,109000,PIRITUBA,PJ,EMEF JULIO DE OLIVEIRA,52032828000125,,,,
094498,EMEF CANDIDO PORTINARI,109000,PIRITUBA,PJ,EMEF CÂNDIDO PORTINARI,52026515000164,,,,
094501,EMEF PAULO PRADO,109000,PIRITUBA,PJ,EMEF PAULO PRADO,43461847000186,,,,
094510,"EMEF HENRIQUE RAYMUNDO DYOTT FONTENELLE, BRIG.",109000,PIRITUBA,PJ,"EMEF HENRIQUE R. D. FONTENELLE,BRIG",51685386000153,,,,
094528,"EMEF HENRIQUE GEISEL, GEN.",109000,PIRITUBA,PJ,"EMEF HENRIQUE GEISEL,GEN.",52945425000177,,,,
094536,EMEF JAIRO RAMOS,109000,PIRITUBA,PJ,EMEF JAIRO RAMOS,51689198000101,,,,
094544,EMEF RUI BLOEM,109000,PIRITUBA,PJ,EMEF RUI BLOEM,47332614000134,,,,
094552,"EMEF AMADEU MENDES, PROF.",109000,PIRITUBA,PJ,EMEF PROF. AMADEU MENDES,52031234000108,,,,
094561,"EMEF EUCLIDES CUSTODIO DA SILVEIRA, DES.",109000,PIRITUBA,PJ,"EMEF EUCLIDES CUSTODIO DA SILVEIRA,DES.",43190685000199,,,,
094579,"EMEF JOSE FERRAZ DE CAMPOS, PROF.",109000,PIRITUBA,PJ,"EMEF JOSÉ FERRAZ DE CAMPOS, PROFº",52029535000199,,,,
094587,"EMEF GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO, PROF.",109000,PIRITUBA,PJ,"EMEF GABRIEL S.T. DE CARVALHO, PROFº",50994565000100,,,,
094595,"EMEF SILVIO PORTUGAL, DES.",109000,PIRITUBA,PJ,"EMEF SILVIO PORTUGAL, DES.",43102359000182,,,,
094609,EMEFM ANTONIO ALVES VERISSIMO,109000,PIRITUBA,PJ,EMEFM ANTONIO A. VERÍSSIMO,56565518000127,,,,
094617,"EMEF FARIA LIMA, BRIG.",108600,IPIRANGA,IP,EMEF BRIGADEIRO FARIA LIMA,51688448000180,,,,
094625,"EMEF CAXIAS, DUQUE DE",108600,IPIRANGA,IP,EMEF DUQUE DE CAXIAS,45587649000199,,,,
094633,EMEF CELSO LEITE RIBEIRO FILHO,108600,IPIRANGA,IP,EMEF CELSO LEITE RIBEIRO FILHO,52003357000127,,,,
094641,"EMEF HENRIQUE, INFANTE D.",108900,PENHA,PE,EMEF INFANTE DOM HENRIQUE,52581253000108,,,,
094668,"EMEFM DERVILLE ALLEGRETTI, PROF.",108800,JACANA/TREMEMBE,JT,EMEFM PROFESSOR DERVILLE ALLEGRETTI,52991239000174,,,,
094676,"EMEF ADOLPHO OTTO DE LAET, PROF.",108800,JACANA/TREMEMBE,JT,EMEF PROF ADOLPHO OTTO DE LAET,54488606000147,,,,
094684,EMEF MARCOS MELEGA,108800,JACANA/TREMEMBE,JT,EMEF MARCOS MELEGA,51573293000137,,,,
094692,EMEF MARCILIO DIAS,108400,FREGUESIA/BRASILANDIA,FO,EMEF MARCILIO DIAS,53500963000110,,,,
094706,"EMEF GASTAO MOUTINHO, CTE.",108800,JACANA/TREMEMBE,JT,EMEF COMTE. GASTÃO MOUTINHO,51710853000158,,,,
094714,"EMEF NOE AZEVEDO, PROF",108800,JACANA/TREMEMBE,JT,EMEF PROF NOÉ AZEVEDO,43220045000184,,,,
094722,EMEF JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,108800,JACANA/TREMEMBE,JT,EMEF JOÃO RAMOS -PERNAMBUCO  ABOLICIONISTA,43458678000125,,,,
094731,"EMEF ESMERALDA SALLES PEREIRA RAMOS, PROFA.",108800,JACANA/TREMEMBE,JT,EMEF PROFESSORA ESMERALDA SALLES PEREIRA RAMOS,49083884000184,,,,
094749,EMEF MARTIN FRANCISCO RIBEIRO DE ANDRADA,108800,JACANA/TREMEMBE,JT,EMEF MARTIN FRANCISCO RIBEIRO DE ANDRADA,53254686000103,,,,
094757,"EMEF RONDON, MAL.",108800,JACANA/TREMEMBE,JT,EMEF MARECHAL RONDON,50862580000102,,,,
094765,"EMEF MAXIMO DE MOURA SANTOS, PROF.",108800,JACANA/TREMEMBE,JT,EMEF PROFESSOR MÁXIMO DE MOURA SANTOS,55219745000138,,,,
094773,EMEF OLIVA IRENE BAYERLEIN SILVA,108800,JACANA/TREMEMBE,JT,EMEF OLIVA IRENE BAYERLEIN SILVA,53283149000191,,,,
094781,EMEF RUY BARBOSA,108800,JACANA/TREMEMBE,JT,EMEF RUY BARBOSA,57276867000191,,,,
094790,"EMEF HELENA LOMBARDI BRAGA, PROFA.",108800,JACANA/TREMEMBE,JT,EMEF PROFESSORA HELENA LOMBARDI BRAGA,52578747000125,,,,
094803,"EMEF ARY GOMES, CEL.",108800,JACANA/TREMEMBE,JT,EMEF CORONEL ARY GOMES,45871134000116,,,,
094811,"EMEF ROMAO GOMES, CEL.",108800,JACANA/TREMEMBE,JT,EMEF CEL ROMÃO GOMES,52029105000177,,,,
094820,EMEF JOAO DOMINGUES SAMPAIO,108800,JACANA/TREMEMBE,JT,EMEF JOÃO DOMINGUES SAMPAIO,66065418000195,,,,
094838,"EMEF PEDRO I, D.",108800,JACANA/TREMEMBE,JT,EMEF D. PEDRO I,59580605000141,,,,
094846,"EMEF TAMANDARE, ALM.",108800,JACANA/TREMEMBE,JT,EMEF ALMIRANTE TAMANDARÉ,52038452000166,,,,
094854,EMEF ENEAS CARVALHO DE AGUIAR,108800,JACANA/TREMEMBE,JT,EMEF ENEAS CARVALHO DE AGUIAR,60267655000152,,,,
094862,EMEF ALBERTO SANTOS DUMONT,108800,JACANA/TREMEMBE,JT,EMEF ALBERTO SANTOS DUMONT,59845156000116,,,,
094871,"EMEF JULIO MARCONDES SALGADO, GEN.",108800,JACANA/TREMEMBE,JT,EMEF GAL. JULIO MARCONDES SALGADO,53023909000121,,,,
094889,"EMEF ANTONIO SANT ANA GALVAO, FREI",108800,JACANA/TREMEMBE,JT,EMEF FREI ANTONIO DE SANTANA GALVÃO,54530324000160,,,,
094897,EMEF OCTAVIO PEREIRA LOPES,108800,JACANA/TREMEMBE,JT,EMEF OCTAVIO PEREIRA LOPES,52839537000143,,,,
094901,EMEF EDSON RODRIGUES,108800,JACANA/TREMEMBE,JT,EMEF EDSON RODRIGUES,52842929000161,,,,
094919,EMEF LOURENCO FILHO,108800,JACANA/TREMEMBE,JT,EMEF LOURENÇO FILHO,54461306000174,,,,
094927,"EMEF MARIA HELENA FARIA LIMA, PROFA.",108800,JACANA/TREMEMBE,JT,EMEF PROFESSORA MARIA HELENA FARIA LIMA,52635935000148,,,,
094935,"EMEF FRANKLIN AUGUSTO DE MOURA CAMPOS, PROF",108800,JACANA/TREMEMBE,JT,EMEF PROF FRANKLIN AUGUSTO DE MOURA CAMPOS,59174177000157,,,,
094943,EMEF RODRIGUES ALVES,108800,JACANA/TREMEMBE,JT,EMEF RODRIGUES ALVES,52946217000192,,,,
094951,"EMEF SHIRLEY GUIO, PROFA.",108800,JACANA/TREMEMBE,JT,EMEF PROFESSORA SHIRLEY GUIO,50537018000103,,,,
094960,EMEF JOSE MARIA LISBOA,108600,IPIRANGA,IP,EMEF JOSE MARIA LISBOA,53835658000180,,,,
094978,"EMEF EURICO GASPAR DUTRA, MAL.",108600,IPIRANGA,IP,EMEF MARECHAL EURICO GASPAR DUTRA,44858025000104,,,,
094986,"EMEF SYLVIA MARTIN PIRES, PROFA.",108600,IPIRANGA,IP,EMEF PROFESSORA SYLVIA MARTIN PIRES,45593878000116,,,,
094994,EMEF OLAVO FONTOURA,108600,IPIRANGA,IP,EMEF OLAVO FONTOURA,43225325000185,,,,
095001,EMEF JOAQUIM NABUCO,108600,IPIRANGA,IP,EMEF JOAQUIM NABUCO,51582708000139,,,,
095010,EMEF CASSIANO RICARDO,108600,IPIRANGA,IP,EMEF CASSIANO RICARDO,51962371000195,,,,
095028,EMEF JOSE DO PATROCINIO,108600,IPIRANGA,IP,EMEF JOSE DO PATROCINIO,53053427000114,,,,
095036,"EMEF LEAO MACHADO, PROF.",108600,IPIRANGA,IP,EMEF PROFESSOR LEÃO MACHADO,52633625000194,,,,
095044,"CEU EMEF CAMPOS SALLES, PRES.",108600,IPIRANGA,IP,EMEF CEU PRESIDENTE CAMPOS SALLES,52031374000178,,,,
095052,EMEF ANTONIO DE ALCANTARA MACHADO,108600,IPIRANGA,IP,EMEF ANTONIO DE ALCANTARA MACHADO,51561868000100,,,,
095061,"EMEF FRANCISCO MEIRELLES, DES.",108600,IPIRANGA,IP,EMEF DESEMBARGADOR FRANCISCO MEIRELLES,51759371000192,,,,
095079,"EMEF FABIO DA SILVA PRADO, DR.",108900,PENHA,PE,EMEF DR FABIO DA SILVA PRADO,58101221000136,,,,
095087,"EMEF SILVIO FLEMING, MJ.",108900,PENHA,PE,EMEF MAJOR SÍLVIO FLEMING,51544658000103,,,,
095095,EMEF EMILIANO DI CAVALCANTI,108900,PENHA,PE,EMEF EMILIANO DI CAVALCANTI,52631553000146,,,,
095109,EMEF LEONOR MENDES DE BARROS,108900,PENHA,PE,EMEF LEONOR MENDES DE BARROS,52169323000107,,,,
095117,"EMEF KENNEDY, PRES.",108700,ITAQUERA,IQ,EMEF PRESIDENTE KENNEDY,53634226000100,,,,
095125,EMEF BARTOLOMEU LOURENCO DE GUSMAO,108700,ITAQUERA,IQ,EMEF BARTOLOMEU L. GUSMÃO,58105081000174,,,,
095133,"EMEF JOAO NAOKI SUMITA, DR.",108700,ITAQUERA,IQ,EMEF DR JOÃO NAOKI SUMITA,52635695000181,,,,
095141,EMEF VICENTINA RIBEIRO DA LUZ,108700,ITAQUERA,IQ,EMEF VICENTINA RIBEIRO DA LUZ,52036092000163,,,,
095150,EMEF ROQUETTE PINTO,108700,ITAQUERA,IQ,ESC. MUN. 1º G. ROQUETTE PINTO,52991999000181,,,,
095168,"EMEF ACHILLES DE OLIVEIRA RIBEIRO, DES.",109200,SAO MATEUS,SM,EMEF DESEMBARGADOR ACHILLES DE OLIVEIRA RIBEIRO,51684488000154,,,,
095176,EMEF JOSE LINS DO REGO,109200,SAO MATEUS,SM,EMEF JOSE LINS DO REGO ,45879202000193,,,,
095184,EMEF SERGIO MILLIET,108700,ITAQUERA,IQ,EMEF SERGIO MILLIET,53501235000123,,,,
095192,EMEF GUIMARAES ROSA,108700,ITAQUERA,IQ,EMEF GUIMARÃES ROSA,50708726000151,,,,
095206,"EMEF CALOGERAS, MIN.",109100,SANTO AMARO,SA,"EMEF CALOGERAS, MIN.",51157105000190,,,,
095214,EMEF BERNARDO O HIGGINS,109100,SANTO AMARO,SA,EMEF BERNARDO O'HIGGINS,43761519000103,,,,
095222,"EMEF ARY PARREIRAS, ALM.",109100,SANTO AMARO,SA,"EMEF ARY PARREIRAS, ALM.",44877744000164,,,,
095231,EMEF MARINA VIEIRA DE CARVALHO MESQUITA,109100,SANTO AMARO,SA,EMEF MARINA VIEIRA DE CARVALHO MESQUITA,51959302000122,,,,
095249,"EMEF HABIB CARLOS KYRILLOS, DR.",109100,SANTO AMARO,SA,"EMEF HABIB CARLOS KYRILLOS, DR.",44901825000152,,,,
095257,"EMEF ANTONIO DE SAMPAIO DORIA, PROF.",109100,SANTO AMARO,SA,"EMEF ANTONIO SAMPAIO DORIA, PROF.",51947497000190,,,,
095265,EMEF ARMANDO ARRUDA PEREIRA,109100,SANTO AMARO,SA,EMEF ARMANDO ARRUDA PEREIRA,43220607000190,,,,
095273,EMEF CACILDA BECKER,109100,SANTO AMARO,SA,EMEF CACILDA BECKER,43568062000107,,,,
095281,"EMEF NELSON PIMENTEL QUEIROZ, PROF.",109100,SANTO AMARO,SA,"EMEF NELSON PIMENTEL QUEIROZ, PROF.",44973675000192,,,,
095290,"EMEF JOAO CARLOS DA SILVA BORGES, PROF.",108600,IPIRANGA,IP,EMEF JOÃO CARLOS DA SILVA BORGES,50958578000123,,,,
095303,"EMEF MANOEL DE PAIVA, PE",108600,IPIRANGA,IP,EMEF PADRE MANOEL DE PAIVA,45707429000151,,,,
095311,EMEF JEAN MERMOZ,108600,IPIRANGA,IP,EMEF JEAN MERMOZ,51206944000150,,,,
095320,EMEF IRINEU MARINHO,108600,IPIRANGA,IP,EMEF IRINEU MARINHO,51600039000180,,,,
095338,"EMEF RUTH LOPES ANDRADE, PROFA.",108600,IPIRANGA,IP,EMEF PROFESSORA RUTH LOPES ANDRADE,52633229000167,,,,
095346,"EMEF QUEIROZ FILHO, PROF.",108600,IPIRANGA,IP,EMEF PROFESSOR QUEIROZ FILHO,50958743000147,,,,
095354,"EMEF OSORIO, GEN.",108600,IPIRANGA,IP,EMEF GENERAL OSORIO,43049535000160,,,,
095362,"EMEF MAUA, BR. DE",108900,PENHA,PE,EMEF BARÃO DE MAUÁ,52835980000146,,,,
095371,EMEF CLEOMENES CAMPOS,108600,IPIRANGA,IP,EMEF CLEOMENES CAMPOS,56083595000140,,,,
095389,"EMEF AUREA RIBEIRO XAVIER LOPES, PROFA.",108600,IPIRANGA,IP,EMEF PROFESSORA AUREA RIBEIRO XAVIER LOPES,51718229000105,,,,
095397,"EMEF MARLENE RONDELLI, PROFA.",108600,IPIRANGA,IP,EMEF PROFESSORA MARLENE RONDELLI,43561828000121,,,,
095401,"EMEF PRUDENTE DE MORAIS, PRES.",108600,IPIRANGA,IP,EMEF PRESIDENTE PRUDENTE DE MORAIS,51603835000177,,,,
095419,"EMEF MASCARENHAS DE MORAES, MAL.",108600,IPIRANGA,IP,EMEF MARECHAL MASCARENHAS DE MORAES,51553261000170,,,,
095427,EMEF ALVARES DE AZEVEDO,108600,IPIRANGA,IP,EMEF ALVARES DE AZEVEDO,52575479000198,,,,
095435,EMEF ALTINO ARANTES,108600,IPIRANGA,IP,EMEF ALTINO ARANTES,45165776000108,,,,
095443,"EMEF HENRIQUE MELEGA, PROF.",109200,SAO MATEUS,SM,EMEF PROF HENRIQUE MELEGA ,51573087000127,,,,
095460,EMEF EMILIO RIBAS,109200,SAO MATEUS,SM,EMEF EMILIO RIBAS ,51739928000123,,,,
095478,"EMEF FLORES DA CUNHA, DEP.",109200,SAO MATEUS,SM,EMEF. DEPUTADO FLORES DA CUNHA ,51943603000168,,,,
095494,EMEF ARMANDO DE SALLES OLIVEIRA,109200,SAO MATEUS,SM,EMEF ARMANDO DE SALLES OLIVEIRA ,50955525000159,,,,
095508,EMEF BRASILIO MACHADO NETO,109200,SAO MATEUS,SM,EMEF BRASILIO MACHADO NETO ,51605780000134,,,,
095516,EMEF HERALDO BARBUY,109200,SAO MATEUS,SM,EMEF HERALDO BARBUY ,51605798000136,,,,
095524,EMEF VINICIUS DE MORAES,109200,SAO MATEUS,SM,EMEF VINCIUS DE MORAES ,53587101000177,,,,
095532,EMEF RODRIGUES DE CARVALHO,109200,SAO MATEUS,SM,EMEF RODRIGUES DE CARVALHO ,51545226000109,,,,
095541,EMEF OLIVAL COSTA,109200,SAO MATEUS,SM,EMEF OLIVAL COSTA ,56319304000170,,,,
095559,EMEF CLAUDIO MANOEL DA COSTA,109200,SAO MATEUS,SM,EMEF CLAUDIO MANOEL DA COSTA ,51552685000110,,,,
095567,EMEF ALCEU AMOROSO LIMA,109200,SAO MATEUS,SM,EMEF ALCEU AMOROSO LIMA ,54581632000115,,,,
095575,EMEF CIDADE DE OSAKA,109200,SAO MATEUS,SM,EMEF CIDADE DE OSAKA ,45875309000163,,,,
095583,"EMEF GREGORIO WESTRUPP, PE.",109200,SAO MATEUS,SM,EMEF PADRE GREGORIO WESTRUPP,62463518000119,,,,
095591,"EMEF IVETE VARGAS, DEP.",109200,SAO MATEUS,SM,EMEF DEPUTADA IVETE VARGAS ,58491705000139,,,,
095605,"EMEF VILANOVA ARTIGAS, ARQ.",109200,SAO MATEUS,SM,EMEF ARQUITETO VILANOVA ARTIGAS ,54747712000106,,,,
095613,EMEF PAULO DUARTE,109200,SAO MATEUS,SM,EMEF PAULO DUARTE ,55952584000197,,,,
097047,"EMEF EDUCANDARIO DOM DUARTE, ANEXA AO",108100,BUTANTA,BT,EMEF ANEXA AO EDUCANDÁRIO DOM DUARTE,56275761000100,,,,
097055,"EMEF JUSCELINO KUBITSCHEK DE OLIVEIRA, PRES.",108500,GUAIANASES,G,"EMEF JUSCELINO KUBITSCHEK DE OLIVEIRA, PRES.",58918376000160,,,,
097063,EMEF ANTONIO PEREIRA IGNACIO,108500,GUAIANASES,G,EMEF ANTONIO PEREIRA IGNÁCIO,58119553000148,,,,
097071,"EMEI KLAUS REINACH, ENG.",108500,GUAIANASES,G,"EMEI KLAUS REINACH, ENG",57806747000159,,,,
097080,EMEI ELISA KAUFFMANN ABRAMOVICH,108500,GUAIANASES,G,EMEI PROFª ELISA KAUFFMANN ABRAMOVICH,58373549000101,,,,
097098,EMEI VALDIR AZEVEDO,108500,GUAIANASES,G,EMEI VALDIR DE AZEVEDO,57746893000136,,,,
097101,"EMEI TANCREDO NEVES, PRES.",109300,SAO MIGUEL,MP,EMEI PRESIDENTE TANCREDO NEVES,56464555000149,,,,
097144,EMEI PERO NETO,108100,BUTANTA,BT,EMEI PERO NETO,57654188000109,,,,
097152,EMEI OSCAR PEDROSO HORTA,108100,BUTANTA,BT,EMEI OSCAR PEDROSO HORTA,58115957000163,,,,
097161,"EMEI ZULEIKA PEREIRA LEITE, PROFA.",108200,CAMPO LIMPO,CL,"EMEI - ZULEIKA PEREIRA LEITE, PROFª",58123159000183,,,,
097691,EMEI DILSON FUNARO,109300,SAO MIGUEL,MP,EMEI DILSON FUNARO,58401795000120,,,,
097705,EMEF AURELIANO LEITE,108500,GUAIANASES,G,EMEF AURELIANO LEITE,62273818000135,,,,
097713,"EMEF JOSE PEDRO LEITE CORDEIRO, DR.",109300,SAO MIGUEL,MP,EMEF DR. JOSÉ PEDRO LEITE CORDEIRO,58113085000102,,,,
097721,"EMEF JOSE AUGUSTO CESAR SALGADO, DR.",108500,GUAIANASES,G,"EMEF JOSE AUGUSTO CESAR SALGADO, DR",58119439000118,,,,
098515,"EMEI ALBERT SABIN, DR.",108300,CAPELA DO SOCORRO,CS,EMEI ALBERT SABIN,59578880000120,,,,
098604,"EMEI CARVALHO PINTO, GOV.",108600,IPIRANGA,IP,EMEI GOVERNADOR CARVALHO PINTO,58922675000178,,,,
098884,"EMEI ALIOMAR BALEEIRO, MIN.",109300,SAO MIGUEL,MP,EMEI MINISTRO ALIOMAR BALEEIRO,8435870000103,,,,
098931,"EMEI OSVALDO CORDEIRO DE FARIAS, MAL.",108300,CAPELA DO SOCORRO,CS,"EMEI OSVALDO CORDEIRO DE FARIAS, MAL.",59481184000100,,,,
098949,EMEI CRUZ E SOUSA,109100,SANTO AMARO,SA,EMEI CRUZ E SOUSA,59574533000120,,,,
098957,"EMEI ARLINDO VEIGA DOS SANTOS, PROF.",108400,FREGUESIA/BRASILANDIA,FO,EMEI PROF ARLINDO VEIGA DOS SANTOS,59398214000100,,,,
098965,"EMEI ODILIO DENYS, MAL.",108400,FREGUESIA/BRASILANDIA,FO,"EMEI ODILIO DENYS, MAL.",96294186000108,,,,
098973,EMEI 9 DE JULHO,108800,JACANA/TREMEMBE,JT,EMEI 9 DE JULHO,60559309000148,,,,
098981,EMEI LUIS GAMA,108800,JACANA/TREMEMBE,JT,EMEI LUIS GAMA,59292169000105,,,,
098990,"EMEI JONISE MAXIMO DA FONSECA, PROFA.",108800,JACANA/TREMEMBE,JT,EMEI PROFESSORA JONISE MAXIMO DA FONSECA,59953927000199,,,,
099007,"EMEI CHARBONNEAU, PE.",109000,PIRITUBA,PJ,EMEI PADRE CHARBONNEAU,59841270000178,,,,
099015,EMEI EURIPEDES SIMOES DE PAULA,109000,PIRITUBA,PJ,"EMEI EURIPEDES SIMÕES DE PAULA, PROFº",59841296000116,,,,
099023,EMEI CLYCIE MENDES CARNEIRO,108100,BUTANTA,BT,EMEI PROFª CLYCIE MENDES CARNEIRO,59933481000130,,,,
099031,"EMEI MARIA JOSE GALVAO DE FRANCA PINTO, PROFA.",108100,BUTANTA,BT,EMEI PROFª MARIA JOSÉ GALVÃO DE FRANÇA PINTO,59829283000121,,,,
099040,EMEI VANDA COELHO DE MORAES,109100,SANTO AMARO,SA,EMEI VANDA COELHO DE MORAES,59578906000130,,,,
099058,EMEI ARACY DE ALMEIDA,108200,CAMPO LIMPO,CL,EMEI - ARACY DE ALMEIDA,59481192000148,,,,
099066,EMEI DINAH SILVEIRA DE QUEIROZ,108200,CAMPO LIMPO,CL,EMEI - DINAH SILVEIRA DE QUEIROZ,59289553000159,,,,
099074,EMEI DANTON CASTILHO CABRAL,109200,SAO MATEUS,SM,EMEI DANTON CASTILHO CABRAL ,59838219000107,,,,
099082,"EMEI JOSE ALOYSIO RODRIGUES CORREA, PROF.",108900,PENHA,PE,EMEI PROF. JOSÉ ALOYSIO RODRIGUES CORREA,58731357000120,,,,
099091,EMEF HIPOLITO JOSE DA COSTA,108800,JACANA/TREMEMBE,JT,EMEF HIPOLITO JOSE DA COSTA,670470000162,,,,
099104,EMEF DEZOITO DO FORTE,108200,CAMPO LIMPO,CL,EMEF - DEZOITO DO FORTE,59937565000142,,,,
099112,EMEF PRACINHAS DA FEB,108200,CAMPO LIMPO,CL,EMEF - PRACINHAS DA FEB,61575783000126,,,,
099121,"CEU EMEF DOMINGOS RUBINO, PROF.",109200,SAO MATEUS,SM,CEU EMEF DOMINGOS RUBINO,59573931000121,,,,
099139,EMEF VIRGILIO DE MELLO FRANCO,109300,SAO MIGUEL,MP,EMEF VIRGILIO DE MELLO FRANCO,62458765000127,,,,
099180,EMEBS ANNE SULLIVAN,109100,SANTO AMARO,SA,EMEE ANNE SULLIVAN,59934695000121,,,,
099210,EMEI CHARLES CHAPLIN,109200,SAO MATEUS,SM,EMEI CHARLES CHAPLIN ,68477025000114,,,,
099228,"EMEF JOAO PEDRO DE CARVALHO NETO, DR.",108200,CAMPO LIMPO,CL,"EMEF - JOAO PEDRO DE CARVALHO NETO, DR.",60522711000158,,,,
099236,EMEF MODESTO SCAGLIUSI,108200,CAMPO LIMPO,CL,EMEF - MODESTO SCAGLIUSI,60735586000164,,,,
099244,"EMEI SYLVIO DE MAGALHAES FIGUEIREDO, ALM.",109100,SANTO AMARO,SA,"EMEI SYLVIO DE MAGALHÃES FIGUEIREDO, ALM.",59952010000170,,,,
099252,"EMEI NORIMAR TEIXEIRA, PROFA.",108200,CAMPO LIMPO,CL,"EMEI - NORIMAR TEIXEIRA, PROFª",62278122000100,,,,
099261,EMEF TEOFILO BENEDITO OTTONI,108100,BUTANTA,BT,EMEF TEÓFILO BENEDITO OTTONI,59941484000116,,,,
099279,EMEI ISA SILVEIRA LEAL,108900,PENHA,PE,EMEI ISA SILVEIRA LEAL,59580019000105,,,,
099287,EMEF VIANNA MOOG,108100,BUTANTA,BT,EMEF VIANNA MOOG,60908316000108,,,,
099325,"EMEF BENEDITO MONTENEGRO, PROF.",109200,SAO MATEUS,SM,EMEF PROF. BENEDITO MONTENEGRO ,265816000147,,,,
099333,EMEI JARDIM MARILIA,108700,ITAQUERA,IQ,EMEI JARDIM MARILIA,60374345000137,,,,
099341,"EMEI MARIA DA CONCEICAO VIEIRA PEREIRA, PROFA.",109300,SAO MIGUEL,MP,EMEI PROF MARIA DA CONCEIÇÃO V.PEREIRA,96522354000175,,,,
099350,EMEF 22 DE MARCO,108200,CAMPO LIMPO,CL,EMEF - 22 DE MARCO,59390930000141,,,,
099538,EMEI RACHEL MESQUITA DE SALLES OLIVEIRA,109200,SAO MATEUS,SM,EMEI RACHEL MESQUITA DE SALLES OLIVEIRA ,96513452000146,,,,
099589,EMEF PEDRO NAVA,108100,BUTANTA,BT,EMEF PEDRO NAVA,64047905000108,,,,
099643,EMEI DULCE HAUCK,108400,FREGUESIA/BRASILANDIA,FO,EMEI DULCE HAUCK,59933614000179,,,,
099651,EMEF JOSE HONORIO RODRIGUES,109300,SAO MIGUEL,MP,EMEF JOSÉ HONORIO RODRIGUES,61584546000121,,,,
099660,"EMEF AMELIA, IMP. DA.",109200,SAO MATEUS,SM,EMEF IMPERATRIZ DONA AMELIA ,59579813000120,,,,
099678,"EMEF MALLET, MAL.",108700,ITAQUERA,IQ,EMEF MARECHAL MALLET,73594376000145,,,,
099686,"EMEF RICARDO VITIELLO, PROF.",108200,CAMPO LIMPO,CL,"EMEF - RICARDO VITIELLO, PROF.",62280474000191,,,,
099783,EMEF GERALDO SESSO JUNIOR,108400,FREGUESIA/BRASILANDIA,FO,EMEF GERALDO GESSO JUNIOR,64160765000171,,,,
